public_food_id_compound_id_name,compound_SMILES
FOOD00049 _ FDB014613 _ beta-Carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
FOOD00049 _ FDB016251 _ Iron,[Fe]
FOOD00050 _ FDB001224 _ L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
FOOD00050 _ FDB003513 _ Calcium,[Ca++]
FOOD00050 _ FDB003516 _ Chromium,[Cr]
FOOD00050 _ FDB003520 _ Phosphorus,P
FOOD00050 _ FDB003521 _ Potassium,[K+]
FOOD00050 _ FDB003523 _ Sodium,[Na]
FOOD00050 _ FDB003582 _ Copper,[Cu]
FOOD00050 _ FDB003635 _ Iodine,II
FOOD00050 _ FDB003636 _ Manganese,[Mn]
FOOD00050 _ FDB003717 _ Sulfur,[S]
FOOD00050 _ FDB003729 _ Zinc,[Zn]
FOOD00050 _ FDB003780 _ Mercury,[Hg]
FOOD00050 _ FDB008781 _ 3-Phenyl-2-propenal,O=C\C=C/C1=CC=CC=C1
FOOD00050 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
FOOD00050 _ FDB014613 _ beta-Carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
FOOD00050 _ FDB016249 _ Chlorine,ClCl
FOOD00050 _ FDB016251 _ Iron,[Fe]
FOOD00051 _ FDB000887 _ Cinnamyl alcohol,OCC=CC1=CC=CC=C1
FOOD00051 _ FDB000889 _ Cinnamyl acetate,CC(=O)OC\C=C/C1=CC=CC=C1
FOOD00051 _ FDB001014 _ Nicotinic acid,OC(=O)C1=CN=CC=C1
FOOD00051 _ FDB001224 _ L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
FOOD00051 _ FDB001462 _ cis-beta-Ocimene,CC(C)=CC\C=C(\C)C=C
FOOD00051 _ FDB001525 _ alpha-Ylangene,[H][C@]12C3C(C)=CC[C@@]1([H])[C@]3(C)CC[C@H]2C(C)C
FOOD00051 _ FDB002728 _ Isoeugenol,COC1=CC(\C=C\C)=CC=C1O
FOOD00051 _ FDB003513 _ Calcium,[Ca++]
FOOD00051 _ FDB003516 _ Chromium,[Cr]
FOOD00051 _ FDB003520 _ Phosphorus,P
FOOD00051 _ FDB003521 _ Potassium,[K+]
FOOD00051 _ FDB003523 _ Sodium,[Na]
FOOD00051 _ FDB003575 _ Boron,B
FOOD00051 _ FDB003581 _ Cobalt,[Co]
FOOD00051 _ FDB003582 _ Copper,[Cu]
FOOD00051 _ FDB003635 _ Iodine,II
FOOD00051 _ FDB003636 _ Manganese,[Mn]
FOOD00051 _ FDB003717 _ Sulfur,[S]
FOOD00051 _ FDB003729 _ Zinc,[Zn]
FOOD00051 _ FDB003865 _ Phellandrene,CC(C)C1CC=C(C)C=C1
FOOD00051 _ FDB008724 _ Cuminaldehyde,[H]C(=O)C1=CC=C(C=C1)C(C)C
FOOD00051 _ FDB008781 _ 3-Phenyl-2-propenal,O=C\C=C/C1=CC=CC=C1
FOOD00051 _ FDB009029 _ Bornyl acetate,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C
FOOD00051 _ FDB009065 _ Camphene,CC1(C)C2CCC(C2)C1=C
FOOD00051 _ FDB011417 _ 3-Phenylpropyl acetate,CC(=O)OCCCC1=CC=CC=C1
FOOD00051 _ FDB012152 _ 2-Phenylethanol,OCCC1=CC=CC=C1
FOOD00051 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
FOOD00051 _ FDB012171 _ Eugenol,COC1=C(O)C=CC(CC=C)=C1
FOOD00051 _ FDB012268 _ Isopropylbenzene,CC(C)C1=CC=CC=C1
FOOD00051 _ FDB012393 _ Aceteugenol,COC1=C(OC(C)=O)C=CC(CC=C)=C1
FOOD00051 _ FDB012844 _ Benzyl benzoate,O=C(OCC1=CC=CC=C1)C1=CC=CC=C1
FOOD00051 _ FDB013444 _ Nickel,[Ni]
FOOD00051 _ FDB013516 _ 4(10)-Thujene,CC(C)C12CC1C(=C)CC2
FOOD00051 _ FDB013567 _ Limonene,CC(=C)C1CCC(C)=CC1
FOOD00051 _ FDB013573 _ Piperitone,CC(C)C1CCC(C)=CC1=O
FOOD00051 _ FDB013574 _ (±)-Borneol,CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2
FOOD00051 _ FDB013792 _ Geraniol,CC(C)=CCC\C(C)=C\CO
FOOD00051 _ FDB014324 _ alpha-Carene,CC1=CCC2C(C1)C2(C)C
FOOD00051 _ FDB014416 _ alpha-Terpineol,CC1=CCC(CC1)C(C)(C)O
FOOD00051 _ FDB014601 _ p-Menth-1-en-4-ol,CC(C)C1(O)CCC(C)=CC1
FOOD00051 _ FDB014613 _ beta-Carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
"FOOD00051 _ FDB014616 _ 1,8-Cineole",CC12CCC(CC1)C(C)(C)O2
FOOD00051 _ FDB014661 _ Benzaldehyde,O=CC1=CC=CC=C1
FOOD00051 _ FDB014891 _ Farnesol,CC(C)=CCC\C(C)=C\CC\C(C)=C\CO
FOOD00051 _ FDB014940 _ Linalool,CC(C)=CCCC(C)(O)C=C
FOOD00051 _ FDB015360 _ alpha-Humulene,C\C1=C\CC(C)(C)\C=C/C\C(C)=C/CC1
FOOD00051 _ FDB015464 _ beta-Pinene,CC1(C)C2CC1C(=C)CC2
FOOD00051 _ FDB015736 _ beta-Caryophyllene,C\C1=C\CCC(=C)C2CC(C)(C)C2CC1
FOOD00051 _ FDB015966 _ Terpinolene,CC(C)=C1CCC(C)=CC1
FOOD00051 _ FDB015968 _ gamma-Terpinene,CC(C)C1=CCC(C)=CC1
FOOD00051 _ FDB016249 _ Chlorine,ClCl
FOOD00051 _ FDB016251 _ Iron,[Fe]
FOOD00051 _ FDB017358 _ 1-Isopropyl-4-methylbenzene,CC(C)C1=CC=C(C)C=C1
"FOOD00051 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene",CC(C)=CCCC(=C)C=C
FOOD00052 _ FDB000446 _ L-Tyrosine,NC(CC1=CC=C(O)C=C1)C(O)=O
FOOD00052 _ FDB000474 _ L-Lysine,NCCCC[C@H](N)C(O)=O
FOOD00052 _ FDB000484 _ Glycine,NCC(O)=O
FOOD00052 _ FDB000556 _ L-Alanine,C[C@H](N)C(O)=O
FOOD00052 _ FDB001014 _ Nicotinic acid,OC(=O)C1=CN=CC=C1
FOOD00052 _ FDB001946 _ L-Leucine,CC(C)CC(N)C(O)=O
FOOD00052 _ FDB002250 _ L-Tryptophan,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O
FOOD00052 _ FDB002257 _ Arginine,N[C@@H](CCCNC(N)=N)C(O)=O
FOOD00052 _ FDB003010 _ Dodecanoic acid,CCCCCCCCCCCC(O)=O
FOOD00052 _ FDB003336 _ Octanoic acid,CCCCCCCC(O)=O
FOOD00052 _ FDB003513 _ Calcium,[Ca++]
FOOD00052 _ FDB003520 _ Phosphorus,P
FOOD00052 _ FDB003521 _ Potassium,[K+]
FOOD00052 _ FDB003523 _ Sodium,[Na]
FOOD00052 _ FDB003575 _ Boron,B
FOOD00052 _ FDB003582 _ Copper,[Cu]
FOOD00052 _ FDB003636 _ Manganese,[Mn]
FOOD00052 _ FDB003729 _ Zinc,[Zn]
FOOD00052 _ FDB008322 _ Pantothenic acid,CC(C)(CO)C(O)C(=O)NCCC(O)=O
FOOD00052 _ FDB011856 _ L-Histidine,NC(CC1=CN=CN1)C(O)=O
FOOD00052 _ FDB011999 _ L-Threonine,C[C@@H](O)[C@H](N)C(O)=O
FOOD00052 _ FDB012027 _ Decanoic acid,CCCCCCCCCC(O)=O
FOOD00052 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
FOOD00052 _ FDB012397 _ L-Isoleucine,CCC(C)C(N)C(O)=O
FOOD00052 _ FDB012535 _ L-Glutamic acid,N[C@@H](CCC(O)=O)C(O)=O
FOOD00052 _ FDB012567 _ L-Aspartic acid,N[C@@H](CC(O)=O)C(O)=O
FOOD00052 _ FDB012678 _ L-Cysteine,N[C@@H](CS)C(O)=O
FOOD00052 _ FDB012683 _ L-Methionine,CSCC[C@H](N)C(O)=O
FOOD00052 _ FDB012739 _ L-Serine,NC(CO)C(O)=O
"FOOD00052 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
FOOD00052 _ FDB012858 _ Oleic acid,CCCCCCCC\C=C\CCCCCCCC(O)=O
FOOD00052 _ FDB014613 _ beta-Carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
FOOD00052 _ FDB015471 _ Lutein,C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
FOOD00052 _ FDB016251 _ Iron,[Fe]
FOOD00053 _ FDB000474 _ L-Lysine,NCCCC[C@H](N)C(O)=O
FOOD00053 _ FDB001014 _ Nicotinic acid,OC(=O)C1=CN=CC=C1
FOOD00053 _ FDB001224 _ L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
FOOD00053 _ FDB002250 _ L-Tryptophan,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O
FOOD00053 _ FDB003303 _ Nonanal,CCCCCCCCC=O
FOOD00053 _ FDB003336 _ Octanoic acid,CCCCCCCC(O)=O
FOOD00053 _ FDB003339 _ Octanal,CCCCCCCC=O
FOOD00053 _ FDB003513 _ Calcium,[Ca++]
FOOD00053 _ FDB003520 _ Phosphorus,P
FOOD00053 _ FDB003521 _ Potassium,[K+]
FOOD00053 _ FDB003523 _ Sodium,[Na]
FOOD00053 _ FDB003582 _ Copper,[Cu]
FOOD00053 _ FDB003729 _ Zinc,[Zn]
FOOD00053 _ FDB008114 _ Malic acid,OC(CC(O)=O)C(O)=O
FOOD00053 _ FDB008322 _ Pantothenic acid,CC(C)(CO)C(O)C(=O)NCCC(O)=O
FOOD00053 _ FDB009065 _ Camphene,CC1(C)C2CCC(C2)C1=C
FOOD00053 _ FDB012137 _ Lauric aldehyde,CCCCCCCCCCCC=O
FOOD00053 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
FOOD00053 _ FDB012351 _ 1-Decanol,CCCCCCCCCCO
FOOD00053 _ FDB012462 _ alpha-Linolenic acid,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
FOOD00053 _ FDB012683 _ L-Methionine,CSCC[C@H](N)C(O)=O
"FOOD00053 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
FOOD00053 _ FDB012768 _ Decanal,CCCCCCCCCC=O
FOOD00053 _ FDB012858 _ Oleic acid,CCCCCCCC\C=C\CCCCCCCC(O)=O
FOOD00053 _ FDB013516 _ 4(10)-Thujene,CC(C)C12CC1C(=C)CC2
FOOD00053 _ FDB013522 _ Fenchol,CC1(C)C2CCC(C)(C2)C1O
FOOD00053 _ FDB013567 _ Limonene,CC(=C)C1CCC(C)=CC1
FOOD00053 _ FDB013574 _ (±)-Borneol,CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2
FOOD00053 _ FDB013575 _ Neral,CC(C)=CCC\C(C)=C/C=O
FOOD00053 _ FDB013702 _ Geranial,CC(C)=CCC\C(C)=C\C=O
FOOD00053 _ FDB014416 _ alpha-Terpineol,CC1=CCC(CC1)C(C)(C)O
FOOD00053 _ FDB014601 _ p-Menth-1-en-4-ol,CC(C)C1(O)CCC(C)=CC1
FOOD00053 _ FDB014613 _ beta-Carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
"FOOD00053 _ FDB014616 _ 1,8-Cineole",CC12CCC(CC1)C(C)(C)O2
FOOD00053 _ FDB014617 _ Citronellal,CC(CCC=C(C)C)CC=O
FOOD00053 _ FDB014799 _ Nootkatone,CC1CC(=O)C=C2CCC(CC12C)C(C)=C
FOOD00053 _ FDB014917 _ beta-Phellandrene,CC(C)C1CCC(=C)C=C1
FOOD00053 _ FDB014940 _ Linalool,CC(C)=CCCC(C)(O)C=C
FOOD00053 _ FDB014946 _ Neryl acetate,CC(C)=CCC\C(C)=C/COC(C)=O
FOOD00053 _ FDB015006 _ S-beta-Bisabolene,CC(C)=CCCC(=C)C1CCC(C)=CC1
FOOD00053 _ FDB015464 _ beta-Pinene,CC1(C)C2CC1C(=C)CC2
FOOD00053 _ FDB015736 _ beta-Caryophyllene,C\C1=C\CCC(=C)C2CC(C)(C)C2CC1
FOOD00053 _ FDB015966 _ Terpinolene,CC(C)=C1CCC(C)=CC1
FOOD00053 _ FDB015968 _ gamma-Terpinene,CC(C)C1=CCC(C)=CC1
FOOD00053 _ FDB015970 _ beta-Terpineol,CC(=C)C1CCC(C)(O)CC1
FOOD00053 _ FDB016251 _ Iron,[Fe]
FOOD00053 _ FDB017358 _ 1-Isopropyl-4-methylbenzene,CC(C)C1=CC=C(C)C=C1
"FOOD00053 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene",CC(C)=CCCC(=C)C=C
FOOD00053 _ FDB019875 _ Decyl acetate,CCCCCCCCCCOC(C)=O
FOOD00053 _ FDB020002 _ Neryl formate,CC(C)=CCC\C(C)=C/COC=O
FOOD00054 _ FDB001224 _ L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
FOOD00054 _ FDB002100 _ Caffeine,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
FOOD00054 _ FDB002536 _ Quercetin 3-rutinoside,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
FOOD00054 _ FDB002558 _ Caffeic acid,OC(=O)\C=C\C1=CC(O)=C(O)C=C1
FOOD00054 _ FDB002593 _ p-Coumaric acid,OC(=O)\C=C\C1=CC=C(O)C=C1
FOOD00054 _ FDB003303 _ Nonanal,CCCCCCCCC=O
FOOD00054 _ FDB003513 _ Calcium,[Ca++]
FOOD00054 _ FDB003520 _ Phosphorus,P
FOOD00054 _ FDB003521 _ Potassium,[K+]
FOOD00054 _ FDB003523 _ Sodium,[Na]
FOOD00054 _ FDB003693 _ Salicylates,OC(=O)C1=CC=CC=C1[O-]
FOOD00054 _ FDB004979 _ Oxypeucedanin hydrate,CC(C)(O)[C@H](O)COC1=C2C=COC2=CC2=C1C=CC(=O)O2
FOOD00054 _ FDB009065 _ Camphene,CC1(C)C2CCC(C2)C1=C
FOOD00054 _ FDB010557 _ trans-Sinapic acid,COC1=CC(\C=C\C(O)=O)=CC(OC)=C1O
FOOD00054 _ FDB012137 _ Lauric aldehyde,CCCCCCCCCCCC=O
FOOD00054 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
FOOD00054 _ FDB012446 _ (±)-Citronellyl acetate,CC(CCOC(C)=O)CCC=C(C)C
FOOD00054 _ FDB012768 _ Decanal,CCCCCCCCCC=O
FOOD00054 _ FDB012801 _ Ferulic acid,[H]\C(=C(/[H])C1=CC(OC)=C(O)C=C1)C(O)=O
FOOD00054 _ FDB013516 _ 4(10)-Thujene,CC(C)C12CC1C(=C)CC2
FOOD00054 _ FDB013567 _ Limonene,CC(=C)C1CCC(C)=CC1
FOOD00054 _ FDB014416 _ alpha-Terpineol,CC1=CCC(CC1)C(C)(C)O
FOOD00054 _ FDB014601 _ p-Menth-1-en-4-ol,CC(C)C1(O)CCC(C)=CC1
FOOD00054 _ FDB014613 _ beta-Carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
FOOD00054 _ FDB014912 _ (-)-Isopulegol,C[C@@H]1CC[C@H]([C@H](O)C1)C(C)=C
FOOD00054 _ FDB014917 _ beta-Phellandrene,CC(C)C1CCC(=C)C=C1
FOOD00054 _ FDB014946 _ Neryl acetate,CC(C)=CCC\C(C)=C/COC(C)=O
FOOD00054 _ FDB015006 _ S-beta-Bisabolene,CC(C)=CCCC(=C)C1CCC(C)=CC1
FOOD00054 _ FDB015360 _ alpha-Humulene,C\C1=C\CC(C)(C)\C=C/C\C(C)=C/CC1
FOOD00054 _ FDB015471 _ Lutein,C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
FOOD00054 _ FDB015736 _ beta-Caryophyllene,C\C1=C\CCC(=C)C2CC(C)(C)C2CC1
FOOD00054 _ FDB015966 _ Terpinolene,CC(C)=C1CCC(C)=CC1
FOOD00054 _ FDB015968 _ gamma-Terpinene,CC(C)C1=CCC(C)=CC1
FOOD00054 _ FDB016251 _ Iron,[Fe]
FOOD00054 _ FDB017358 _ 1-Isopropyl-4-methylbenzene,CC(C)C1=CC=C(C)C=C1
"FOOD00054 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene",CC(C)=CCCC(=C)C=C
FOOD00054 _ FDB019875 _ Decyl acetate,CCCCCCCCCCOC(C)=O
FOOD00054 _ FDB020002 _ Neryl formate,CC(C)=CCC\C(C)=C/COC=O
FOOD00056 _ FDB000446 _ L-Tyrosine,NC(CC1=CC=C(O)C=C1)C(O)=O
FOOD00056 _ FDB000474 _ L-Lysine,NCCCC[C@H](N)C(O)=O
FOOD00056 _ FDB000484 _ Glycine,NCC(O)=O
FOOD00056 _ FDB000556 _ L-Alanine,C[C@H](N)C(O)=O
FOOD00056 _ FDB000565 _ alpha-Tocopherol,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C
FOOD00056 _ FDB000574 _ Pyridoxine,CC1=C(O)C(CO)=C(CO)C=N1
FOOD00056 _ FDB000753 _ Ethanol,CCO
FOOD00056 _ FDB000787 _ L-Asparagine,N[C@@H](CC(N)=O)C(O)=O
FOOD00056 _ FDB001014 _ Nicotinic acid,OC(=O)C1=CN=CC=C1
FOOD00056 _ FDB001224 _ L-Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
FOOD00056 _ FDB001522 _ alpha-Copaene,[H][C@@]12C3C(C)=CC[C@]1([H])[C@]3(C)CC[C@H]2C(C)C
FOOD00056 _ FDB001525 _ alpha-Ylangene,[H][C@]12C3C(C)=CC[C@@]1([H])[C@]3(C)CC[C@H]2C(C)C
FOOD00056 _ FDB001946 _ L-Leucine,CC(C)CC(N)C(O)=O
FOOD00056 _ FDB002250 _ L-Tryptophan,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O
FOOD00056 _ FDB002257 _ Arginine,N[C@@H](CCCNC(N)=N)C(O)=O
FOOD00056 _ FDB003010 _ Dodecanoic acid,CCCCCCCCCCCC(O)=O
FOOD00056 _ FDB003303 _ Nonanal,CCCCCCCCC=O
FOOD00056 _ FDB003306 _ Nonanoic acid,CCCCCCCCC(O)=O
FOOD00056 _ FDB003336 _ Octanoic acid,CCCCCCCC(O)=O
FOOD00056 _ FDB003339 _ Octanal,CCCCCCCC=O
FOOD00056 _ FDB003513 _ Calcium,[Ca++]
FOOD00056 _ FDB003516 _ Chromium,[Cr]
FOOD00056 _ FDB003520 _ Phosphorus,P
FOOD00056 _ FDB003521 _ Potassium,[K+]
FOOD00056 _ FDB003523 _ Sodium,[Na]
FOOD00056 _ FDB003570 _ Aluminum,[AlH3]
FOOD00056 _ FDB003575 _ Boron,B
FOOD00056 _ FDB003582 _ Copper,[Cu]
FOOD00056 _ FDB003636 _ Manganese,[Mn]
FOOD00056 _ FDB003693 _ Salicylates,OC(=O)C1=CC=CC=C1[O-]
FOOD00056 _ FDB003713 _ Silicon,[SiH4]
FOOD00056 _ FDB003717 _ Sulfur,[S]
FOOD00056 _ FDB003729 _ Zinc,[Zn]
FOOD00056 _ FDB003763 _ Arsenic,[AsH3]
FOOD00056 _ FDB003875 _ trans-Carveol,CC(=C)C1CC=C(C)C(O)C1
FOOD00056 _ FDB008091 _ (Z)-3-Hexen-1-ol,CC\C=C/CCO
FOOD00056 _ FDB008114 _ Malic acid,OC(CC(O)=O)C(O)=O
FOOD00056 _ FDB008297 _ Acetaldehyde,CC=O
FOOD00056 _ FDB008322 _ Pantothenic acid,CC(C)(CO)C(O)C(=O)NCCC(O)=O
FOOD00056 _ FDB008745 _ Benzyl alcohol,OCC1=CC=CC=C1
FOOD00056 _ FDB009065 _ Camphene,CC1(C)C2CCC(C2)C1=C
FOOD00056 _ FDB011856 _ L-Histidine,NC(CC1=CN=CN1)C(O)=O
FOOD00056 _ FDB011999 _ L-Threonine,C[C@@H](O)[C@H](N)C(O)=O
FOOD00056 _ FDB012027 _ Decanoic acid,CCCCCCCCCC(O)=O
FOOD00056 _ FDB012137 _ Lauric aldehyde,CCCCCCCCCCCC=O
FOOD00056 _ FDB012160 _ Riboflavine,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
FOOD00056 _ FDB012351 _ 1-Decanol,CCCCCCCCCCO
FOOD00056 _ FDB012397 _ L-Isoleucine,CCC(C)C(N)C(O)=O
FOOD00056 _ FDB012446 _ (±)-Citronellyl acetate,CC(CCOC(C)=O)CCC=C(C)C
FOOD00056 _ FDB012462 _ alpha-Linolenic acid,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
FOOD00056 _ FDB012535 _ L-Glutamic acid,N[C@@H](CCC(O)=O)C(O)=O
FOOD00056 _ FDB012563 _ L-Cystine,NC(CSSCC(N)C(O)=O)C(O)=O
FOOD00056 _ FDB012567 _ L-Aspartic acid,N[C@@H](CC(O)=O)C(O)=O
FOOD00056 _ FDB012683 _ L-Methionine,CSCC[C@H](N)C(O)=O
FOOD00056 _ FDB012739 _ L-Serine,NC(CO)C(O)=O
"FOOD00056 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid",[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
FOOD00056 _ FDB012768 _ Decanal,CCCCCCCCCC=O
FOOD00056 _ FDB012858 _ Oleic acid,CCCCCCCC\C=C\CCCCCCCC(O)=O
FOOD00056 _ FDB013444 _ Nickel,[Ni]
FOOD00056 _ FDB013516 _ 4(10)-Thujene,CC(C)C12CC1C(=C)CC2
FOOD00056 _ FDB013567 _ Limonene,CC(=C)C1CCC(C)=CC1
FOOD00056 _ FDB013575 _ Neral,CC(C)=CCC\C(C)=C/C=O
FOOD00056 _ FDB013702 _ Geranial,CC(C)=CCC\C(C)=C\C=O
"FOOD00056 _ FDB013710 _ (+)-1(10),4-Cadinadiene",[H][C@@]12C=C(C)CCC1=C(C)CC[C@H]2C(C)C
FOOD00056 _ FDB013716 _ alpha-Carotene,C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)/C=C/C=C(\C)/C=C/[C@H]1C(C)=CCCC1(C)C
FOOD00056 _ FDB013792 _ Geraniol,CC(C)=CCC\C(C)=C\CO
FOOD00056 _ FDB014324 _ alpha-Carene,CC1=CCC2C(C1)C2(C)C
FOOD00056 _ FDB014416 _ alpha-Terpineol,CC1=CCC(CC1)C(C)(C)O
FOOD00056 _ FDB014490 _ Citronellol,CC(CCO)CCC=C(C)C
FOOD00056 _ FDB014504 _ Folic acid,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1
FOOD00056 _ FDB014567 _ alpha-Selinene,CC(=C)C1CCC2(C)CCC=C(C)C2C1
FOOD00056 _ FDB014577 _ beta-Elemene,CC(=C)[C@@H]1CC[C@@](C)(C=C)[C@@H](C1)C(C)=C
FOOD00056 _ FDB014601 _ p-Menth-1-en-4-ol,CC(C)C1(O)CCC(C)=CC1
FOOD00056 _ FDB014613 _ beta-Carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
FOOD00056 _ FDB014614 _ Carvone,CC(=C)C1CC=C(C)C(=O)C1
"FOOD00056 _ FDB014616 _ 1,8-Cineole",CC12CCC(CC1)C(C)(C)O2
FOOD00056 _ FDB014617 _ Citronellal,CC(CCC=C(C)C)CC=O
FOOD00056 _ FDB014795 _ 2-Isopropyl-5-methylphenol,CC(C)C1=C(O)C=C(C)C=C1
FOOD00056 _ FDB014799 _ Nootkatone,CC1CC(=O)C=C2CCC(CC12C)C(C)=C
FOOD00056 _ FDB014910 _ Perillaldehyde,[H]C(=O)C1=CCC(CC1)C(C)=C
FOOD00056 _ FDB014912 _ (-)-Isopulegol,C[C@@H]1CC[C@H]([C@H](O)C1)C(C)=C
FOOD00056 _ FDB014940 _ Linalool,CC(C)=CCCC(C)(O)C=C
FOOD00056 _ FDB014945 _ Nerol,CC(C)=CCC\C(C)=C/CO
FOOD00056 _ FDB014946 _ Neryl acetate,CC(C)=CCC\C(C)=C/COC(C)=O
FOOD00056 _ FDB015016 _ beta-Sesquiphellandrene,CC(CCC=C(C)C)C1CCC(=C)C=C1
FOOD00056 _ FDB015360 _ alpha-Humulene,C\C1=C\CC(C)(C)\C=C/C\C(C)=C/CC1
FOOD00056 _ FDB015464 _ beta-Pinene,CC1(C)C2CC1C(=C)CC2
FOOD00056 _ FDB015471 _ Lutein,C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
FOOD00056 _ FDB015736 _ beta-Caryophyllene,C\C1=C\CCC(=C)C2CC(C)(C)C2CC1
FOOD00056 _ FDB015968 _ gamma-Terpinene,CC(C)C1=CCC(C)=CC1
FOOD00056 _ FDB015970 _ beta-Terpineol,CC(=C)C1CCC(C)(O)CC1
FOOD00056 _ FDB016249 _ Chlorine,ClCl
FOOD00056 _ FDB016251 _ Iron,[Fe]
FOOD00056 _ FDB017358 _ 1-Isopropyl-4-methylbenzene,CC(C)C1=CC=C(C)C=C1
"FOOD00056 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene",CC(C)=CCCC(=C)C=C
FOOD00056 _ FDB019875 _ Decyl acetate,CCCCCCCCCCOC(C)=O
